price,quantity,age,tenure_months,category_encoded,region_encoded,gender_encoded,year,month,quarter,day_of_week,day_of_month,is_weekend,is_month_end,is_month_start,is_holiday_season,is_summer,is_spring,customer_total_purchases,customer_avg_quantity,customer_total_spent,customer_avg_spent,product_popularity,product_avg_price,product_total_sales,region_avg_sales,region_total_sales,price_vs_avg,discount_indicator,segment_avg_sales,customer_rolling_avg_3,customer_rolling_avg_7,total_value
12000,1,36,56,0,2,0,2020,5,2,0,18,0,0,0,0,0,1,2,2.5,12200,6100.0,801,12000.0,28596000,58093.500252908445,114850850,1.0,0,57205.288270377736,12000.0,12000.0,12000
25000,1,40,11,0,3,1,2022,6,2,2,8,0,0,0,0,1,0,4,2.75,140050,35012.5,783,25000.0,59325000,57156.431113370614,112426700,1.0,0,58039.03816199377,20000.0,20000.0,25000
12000,2,56,48,1,1,0,2021,3,1,6,28,1,1,0,0,0,1,8,3.5,747400,93425.0,787,12000.0,28200000,59363.15510852303,112137000,1.0,0,58106.99348645869,93000.0,69850.0,24000
25000,2,55,3,0,1,0,2020,2,1,2,12,0,0,0,0,0,0,7,2.857142857142857,358000,51142.857142857145,783,25000.0,59325000,59363.15510852303,112137000,1.0,0,58106.99348645869,50000.0,50000.0,50000
8000,3,39,36,1,3,1,2021,7,3,3,15,0,0,0,0,1,0,9,3.0,611200,67911.11111111111,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58039.03816199377,123000.0,81885.71428571429,24000
12000,1,38,34,0,1,1,2020,1,1,6,12,1,0,0,1,0,0,10,2.9,322300,32230.0,801,12000.0,28596000,59363.15510852303,112137000,1.0,0,58106.99348645869,12000.0,12000.0,12000
45000,1,59,26,0,1,1,2020,1,1,0,13,0,0,0,1,0,0,2,2.5,93000,46500.0,799,45000.0,108450000,59363.15510852303,112137000,1.0,0,57205.288270377736,45000.0,45000.0,45000
45000,1,39,39,0,0,1,2023,11,4,2,29,0,1,0,0,0,0,5,3.6,410000,82000.0,799,45000.0,108450000,56760.083064143975,122999100,1.0,0,58106.99348645869,33333.333333333336,82000.0,45000
50,2,59,25,2,3,1,2020,10,4,1,20,0,0,0,0,0,0,5,3.0,132200,26440.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,57205.288270377736,100.0,100.0,100
8000,1,31,40,1,1,1,2021,1,1,0,11,0,0,0,1,0,0,4,2.5,247000,61750.0,809,8000.0,19264000,59363.15510852303,112137000,1.0,0,58106.99348645869,8000.0,8000.0,8000
50,4,29,13,2,1,1,2022,10,4,3,6,0,0,0,0,0,0,5,4.4,635200,127040.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,57205.288270377736,121733.33333333333,106300.0,200
25000,4,26,20,0,1,1,2022,1,1,5,15,1,0,0,1,0,0,8,3.25,571200,71400.0,783,25000.0,59325000,59363.15510852303,112137000,1.0,0,58106.99348645869,50066.666666666664,55885.71428571428,100000
12000,2,54,43,1,1,1,2020,9,3,6,13,1,0,0,0,0,0,4,1.75,170050,42512.5,787,12000.0,28200000,59363.15510852303,112137000,1.0,0,58039.03816199377,24000.0,24000.0,24000
12000,2,37,39,0,0,1,2023,10,4,3,26,0,1,0,0,0,0,5,3.0,84400,16880.0,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,28016.666666666668,16880.0,24000
100,4,26,46,2,0,0,2023,10,4,2,18,0,0,0,0,0,0,4,4.75,300400,75100.0,790,100.0,241800,56760.083064143975,122999100,1.0,0,58039.03816199377,95133.33333333333,75100.0,400
3000,5,50,45,0,1,0,2023,1,1,1,17,0,0,0,1,0,0,3,4.0,240100,80033.33333333333,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,57205.288270377736,80033.33333333333,80033.33333333333,15000
100,5,50,25,2,0,0,2021,10,4,4,1,0,0,1,0,0,0,2,4.5,60500,30250.0,790,100.0,241800,56760.083064143975,122999100,1.0,0,58106.99348645869,500.0,500.0,500
12000,5,23,52,1,0,1,2023,2,1,4,17,0,0,0,0,0,0,7,2.142857142857143,203000,29000.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,57205.288270377736,34000.0,29000.0,60000
15000,3,57,50,0,2,0,2023,4,2,5,8,1,0,0,0,0,1,7,3.7142857142857144,404550,57792.857142857145,801,15000.0,35400000,58093.500252908445,114850850,1.0,0,58106.99348645869,23133.333333333332,67400.0,45000
12000,5,19,38,0,1,0,2023,6,2,3,15,0,0,0,0,1,0,6,2.8333333333333335,354000,59000.0,801,12000.0,28596000,59363.15510852303,112137000,1.0,0,58106.99348645869,61333.333333333336,66000.0,60000
100,5,42,41,2,2,1,2022,8,3,5,6,1,0,0,0,1,0,4,4.0,182500,45625.0,790,100.0,241800,58093.500252908445,114850850,1.0,0,58039.03816199377,30250.0,30250.0,500
12000,3,41,3,1,0,1,2023,5,2,0,29,0,1,0,0,0,1,9,2.888888888888889,300200,33355.555555555555,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58039.03816199377,25000.0,34200.0,36000
3000,3,31,54,0,3,0,2023,1,1,6,15,1,0,0,1,0,0,6,3.6666666666666665,269500,44916.666666666664,782,3000.0,6975000,57156.431113370614,112426700,1.0,0,58039.03816199377,28033.333333333332,36025.0,9000
8000,4,54,41,1,0,1,2022,10,4,5,15,1,0,0,0,0,0,6,4.0,361200,60200.0,809,8000.0,19264000,56760.083064143975,122999100,1.0,0,57205.288270377736,57333.333333333336,36240.0,32000
8000,5,28,56,1,0,1,2022,3,1,2,2,0,0,1,0,0,1,7,3.857142857142857,274200,39171.42857142857,809,8000.0,19264000,56760.083064143975,122999100,1.0,0,58106.99348645869,18400.0,35640.0,40000
50,5,57,24,2,2,0,2021,3,1,3,4,0,0,1,0,0,1,3,3.6666666666666665,12350,4116.666666666667,831,50.0,121850,58093.500252908445,114850850,1.0,0,58106.99348645869,6125.0,6125.0,250
3000,2,23,16,0,2,1,2020,7,3,6,26,1,1,0,0,1,0,5,2.2,48200,9640.0,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,57205.288270377736,9000.0,9000.0,6000
50,1,46,44,2,1,1,2020,10,4,2,21,0,0,0,0,0,0,3,1.6666666666666667,34050,11350.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,58039.03816199377,50.0,50.0,50
12000,3,37,33,1,1,0,2022,10,4,3,13,0,0,0,0,0,0,7,3.2857142857142856,319200,45600.0,787,12000.0,28200000,59363.15510852303,112137000,1.0,0,58106.99348645869,35400.0,48200.0,36000
3000,4,27,45,0,2,1,2020,6,2,1,30,0,1,0,0,1,0,7,2.2857142857142856,497050,71007.14285714286,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,58106.99348645869,18500.0,18500.0,12000
8000,4,21,19,1,0,0,2022,12,4,2,21,0,0,0,1,0,0,3,2.6666666666666665,80000,26666.666666666668,809,8000.0,19264000,56760.083064143975,122999100,1.0,0,58106.99348645869,26666.666666666668,26666.666666666668,32000
15000,2,22,34,0,3,1,2021,8,3,0,9,0,0,0,0,1,0,5,3.6,461000,92200.0,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,58106.99348645869,63666.666666666664,63666.666666666664,30000
100,5,35,3,2,3,0,2021,11,4,0,15,0,0,0,0,0,0,1,5.0,500,500.0,790,100.0,241800,57156.431113370614,112426700,1.0,0,58039.03816199377,500.0,500.0,500
15000,5,18,28,0,1,1,2021,5,2,6,9,1,0,0,0,0,1,2,5.0,75250,37625.0,801,15000.0,35400000,59363.15510852303,112137000,1.0,0,58106.99348645869,75000.0,75000.0,75000
25000,4,35,5,0,2,1,2021,1,1,6,10,1,0,0,1,0,0,4,3.5,205400,51350.0,783,25000.0,59325000,58093.500252908445,114850850,1.0,0,58039.03816199377,100000.0,100000.0,100000
100,2,48,24,2,0,1,2022,4,2,4,22,0,0,0,0,0,1,4,3.25,310400,77600.0,790,100.0,241800,56760.083064143975,122999100,1.0,0,57205.288270377736,103400.0,77600.0,200
12000,2,33,15,0,0,1,2023,8,3,2,2,0,0,1,0,1,0,5,2.8,186150,37230.0,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,57205.288270377736,54000.0,37230.0,24000
100,3,51,58,2,2,0,2023,11,4,2,22,0,0,0,0,0,0,4,2.75,235300,58825.0,790,100.0,241800,58093.500252908445,114850850,1.0,0,58106.99348645869,73100.0,58825.0,300
3000,2,52,21,0,1,1,2020,10,4,1,27,0,1,0,0,0,0,6,2.6666666666666665,328500,54750.0,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,58106.99348645869,6000.0,6000.0,6000
45000,3,55,23,0,3,1,2022,1,1,5,8,1,0,0,1,0,0,5,3.0,340250,68050.0,799,45000.0,108450000,57156.431113370614,112426700,1.0,0,58106.99348645869,75083.33333333333,68050.0,135000
12000,1,58,7,1,2,1,2022,7,3,5,16,1,0,0,0,1,0,7,3.0,370300,52900.0,787,12000.0,28200000,58093.500252908445,114850850,1.0,0,58039.03816199377,12400.0,65550.0,12000
8000,3,48,47,1,2,1,2022,8,3,4,26,0,1,0,0,1,0,8,3.375,253250,31656.25,809,8000.0,19264000,58093.500252908445,114850850,1.0,0,58039.03816199377,8083.333333333333,21892.85714285714,24000
100,1,20,45,2,1,1,2021,9,3,3,30,0,1,0,0,0,0,5,2.6,141700,28340.0,790,100.0,241800,59363.15510852303,112137000,1.0,0,58039.03816199377,300.0,300.0,100
50,3,35,33,2,3,0,2023,6,2,1,27,0,1,0,0,1,0,4,3.0,900,225.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,58039.03816199377,250.0,250.0,150
12000,3,48,55,0,0,1,2023,8,3,2,9,0,0,0,0,1,0,6,3.1666666666666665,288500,48083.333333333336,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,57205.288270377736,76000.0,50500.0,36000
50,3,29,56,2,2,1,2022,11,4,2,23,0,0,0,0,0,0,3,4.333333333333333,300150,100050.0,831,50.0,121850,58093.500252908445,114850850,1.0,0,57205.288270377736,100050.0,100050.0,150
50,4,51,36,2,0,1,2023,3,1,5,25,1,0,0,0,0,1,4,4.5,350850,87712.5,831,50.0,121850,56760.083064143975,122999100,1.0,0,57205.288270377736,116816.66666666667,87712.5,200
12000,5,40,20,0,3,1,2021,4,2,6,11,1,0,0,0,0,1,5,2.4,190050,38010.0,801,12000.0,28596000,57156.431113370614,112426700,1.0,0,57205.288270377736,60000.0,60000.0,60000
12000,1,39,52,0,1,0,2021,8,3,0,30,0,1,0,0,1,0,4,2.75,126500,31625.0,801,12000.0,28596000,59363.15510852303,112137000,1.0,0,57205.288270377736,6250.0,6250.0,12000
12000,4,32,21,0,3,1,2021,4,2,4,23,0,0,0,0,0,1,7,4.0,816000,116571.42857142857,801,12000.0,28596000,57156.431113370614,112426700,1.0,0,58106.99348645869,164000.0,164000.0,48000
15000,1,27,44,0,2,1,2023,2,1,5,11,1,0,0,0,0,0,7,3.0,220000,31428.571428571428,801,15000.0,35400000,58093.500252908445,114850850,1.0,0,57205.288270377736,29666.666666666668,34600.0,15000
15000,5,27,32,0,0,1,2021,10,4,0,25,0,0,0,0,0,0,5,3.4,227000,45400.0,801,15000.0,35400000,56760.083064143975,122999100,1.0,0,58039.03816199377,65666.66666666667,65666.66666666667,75000
50,1,59,40,2,2,0,2020,6,2,5,6,1,0,0,0,1,0,7,2.2857142857142856,219250,31321.428571428572,831,50.0,121850,58093.500252908445,114850850,1.0,0,58106.99348645869,50.0,50.0,50
8000,5,48,9,1,2,1,2020,4,2,3,16,0,0,0,0,0,1,6,3.1666666666666665,77800,12966.666666666666,809,8000.0,19264000,58093.500252908445,114850850,1.0,0,58039.03816199377,40000.0,40000.0,40000
12000,3,41,3,0,0,1,2023,2,1,2,15,0,0,0,0,0,0,9,2.888888888888889,300200,33355.555555555555,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,44000.0,44000.0,36000
100,5,29,55,2,0,0,2022,8,3,0,15,0,0,0,0,1,0,5,4.2,316000,63200.0,790,100.0,241800,56760.083064143975,122999100,1.0,0,58106.99348645869,33666.666666666664,63200.0,500
100,1,63,40,2,0,0,2021,9,3,1,28,0,1,0,0,0,0,3,2.3333333333333335,30500,10166.666666666666,790,100.0,241800,56760.083064143975,122999100,1.0,0,58106.99348645869,250.0,250.0,100
50,1,60,54,2,2,0,2020,5,2,3,14,0,0,0,0,0,1,6,3.5,539050,89841.66666666667,831,50.0,121850,58093.500252908445,114850850,1.0,0,58106.99348645869,24025.0,24025.0,50
50,5,50,51,2,3,1,2023,6,2,5,24,1,0,0,0,1,0,4,4.0,72750,18187.5,831,50.0,121850,57156.431113370614,112426700,1.0,0,58106.99348645869,8250.0,18187.5,250
3000,3,35,9,0,3,0,2021,12,4,1,7,0,0,0,1,0,0,3,3.3333333333333335,144000,48000.0,782,3000.0,6975000,57156.431113370614,112426700,1.0,0,57205.288270377736,34500.0,34500.0,9000
12000,2,39,9,0,0,1,2020,3,1,6,22,1,0,0,0,0,1,3,1.6666666666666667,24250,8083.333333333333,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,24000.0,24000.0,24000
100,5,47,47,2,0,0,2020,8,3,1,4,0,0,1,0,1,0,3,3.0,87500,29166.666666666668,790,100.0,241800,56760.083064143975,122999100,1.0,0,57205.288270377736,500.0,500.0,500
3000,2,32,34,0,0,1,2021,10,4,1,19,0,0,0,0,0,0,3,2.6666666666666665,252000,84000.0,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,58039.03816199377,21000.0,21000.0,6000
25000,1,51,6,0,3,1,2021,4,2,3,22,0,0,0,0,0,1,10,3.1,733400,73340.0,783,25000.0,59325000,57156.431113370614,112426700,1.0,0,58039.03816199377,50066.666666666664,58640.0,25000
12000,3,25,25,1,1,1,2020,6,2,1,23,0,0,0,0,1,0,6,3.1666666666666665,141800,23633.333333333332,787,12000.0,28200000,59363.15510852303,112137000,1.0,0,58106.99348645869,36000.0,36000.0,36000
12000,1,41,17,0,0,1,2022,5,2,1,24,0,0,0,0,0,1,4,2.75,503000,125750.0,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,165666.66666666666,125750.0,12000
25000,2,23,51,0,1,1,2020,4,2,0,20,0,0,0,0,0,1,5,3.4,237000,47400.0,783,25000.0,59325000,59363.15510852303,112137000,1.0,0,58039.03816199377,50000.0,50000.0,50000
8000,4,26,59,1,3,0,2023,4,2,6,9,1,0,0,0,0,1,4,3.75,160000,40000.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,57205.288270377736,50666.666666666664,40000.0,32000
15000,5,31,58,0,2,1,2023,3,1,0,27,0,1,0,0,0,1,4,3.0,93400,23350.0,801,15000.0,35400000,58093.500252908445,114850850,1.0,0,58106.99348645869,75000.0,75000.0,75000
100,2,23,4,2,1,1,2022,1,1,1,4,0,0,1,1,0,0,4,3.25,259200,64800.0,790,100.0,241800,59363.15510852303,112137000,1.0,0,58106.99348645869,73066.66666666667,73066.66666666667,200
12000,4,53,49,1,3,1,2020,9,3,2,16,0,0,0,0,0,0,6,2.5,182500,30416.666666666668,787,12000.0,28200000,57156.431113370614,112426700,1.0,0,58106.99348645869,46100.0,46100.0,48000
50,2,25,24,2,0,1,2023,7,3,4,14,0,0,0,0,1,0,7,2.4285714285714284,169350,24192.85714285714,831,50.0,121850,56760.083064143975,122999100,1.0,0,58039.03816199377,44366.666666666664,24192.85714285714,100
12000,5,59,58,1,0,1,2023,3,1,1,21,0,0,0,0,0,1,7,3.0,150250,21464.285714285714,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58106.99348645869,32000.0,25650.0,60000
50,2,56,26,2,3,1,2020,7,3,5,25,1,0,0,0,1,0,5,3.0,123600,24720.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,57205.288270377736,100.0,100.0,100
12000,2,61,52,0,1,1,2022,7,3,3,14,0,0,0,0,1,0,4,3.5,149250,37312.5,801,12000.0,28596000,59363.15510852303,112137000,1.0,0,58106.99348645869,24000.0,24000.0,24000
3000,1,40,42,0,1,0,2020,10,4,4,30,0,1,0,0,0,0,6,3.5,303950,50658.333333333336,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,58039.03816199377,3000.0,3000.0,3000
15000,4,22,42,0,3,1,2020,3,1,0,16,0,0,0,0,0,1,4,3.25,132400,33100.0,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,58106.99348645869,60000.0,60000.0,60000
50,5,55,13,2,3,1,2023,8,3,5,5,1,0,1,0,1,0,3,3.3333333333333335,159250,53083.333333333336,831,50.0,121850,57156.431113370614,112426700,1.0,0,58106.99348645869,53083.333333333336,53083.333333333336,250
45000,1,64,2,0,3,1,2021,10,4,5,16,1,0,0,0,0,0,7,2.142857142857143,220100,31442.85714285714,799,45000.0,108450000,57156.431113370614,112426700,1.0,0,57205.288270377736,53000.0,53000.0,45000
3000,4,30,29,0,3,1,2021,7,3,1,13,0,0,0,0,1,0,1,4.0,12000,12000.0,782,3000.0,6975000,57156.431113370614,112426700,1.0,0,57205.288270377736,12000.0,12000.0,12000
15000,1,34,35,0,1,0,2022,12,4,6,4,1,0,1,1,0,0,3,2.6666666666666665,124000,41333.333333333336,801,15000.0,35400000,59363.15510852303,112137000,1.0,0,58039.03816199377,57500.0,57500.0,15000
12000,3,33,58,0,3,1,2022,3,1,6,6,1,0,0,0,0,1,4,1.75,97000,24250.0,801,12000.0,28596000,57156.431113370614,112426700,1.0,0,58039.03816199377,36000.0,36000.0,36000
50,4,41,44,2,1,1,2021,8,3,4,20,0,0,0,0,1,0,4,3.0,361200,90300.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,58106.99348645869,8100.0,8100.0,200
8000,5,49,27,1,3,1,2022,5,2,4,27,0,1,0,0,0,1,2,5.0,165000,82500.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58039.03816199377,82500.0,82500.0,40000
25000,3,21,6,0,1,1,2022,2,1,5,12,1,0,0,0,0,0,8,3.125,539400,67425.0,783,25000.0,59325000,59363.15510852303,112137000,1.0,0,58106.99348645869,67500.0,67500.0,75000
25000,5,47,52,0,0,1,2021,4,2,3,22,0,0,0,0,0,1,7,3.0,425300,60757.142857142855,783,25000.0,59325000,56760.083064143975,122999100,1.0,0,58039.03816199377,62525.0,62525.0,125000
100,2,47,40,2,0,0,2022,9,3,3,29,0,1,0,0,0,0,4,3.5,108350,27087.5,790,100.0,241800,56760.083064143975,122999100,1.0,0,58106.99348645869,24100.0,24100.0,200
8000,4,28,2,1,2,1,2021,7,3,5,3,1,0,1,0,1,0,6,3.6666666666666665,535000,89166.66666666667,809,8000.0,19264000,58093.500252908445,114850850,1.0,0,57205.288270377736,137333.33333333334,137333.33333333334,32000
50,3,56,39,2,2,1,2021,2,1,1,2,0,0,1,0,0,0,3,3.6666666666666665,48350,16116.666666666666,831,50.0,121850,58093.500252908445,114850850,1.0,0,58039.03816199377,150.0,150.0,150
15000,1,55,41,0,0,1,2022,6,2,2,15,0,0,0,0,1,0,4,1.75,245000,61250.0,801,15000.0,35400000,56760.083064143975,122999100,1.0,0,57205.288270377736,66666.66666666667,61250.0,15000
50,4,24,49,2,1,0,2021,9,3,4,10,0,0,0,0,0,0,4,3.75,90350,22587.5,831,50.0,121850,59363.15510852303,112137000,1.0,0,58039.03816199377,30066.666666666668,30066.666666666668,200
25000,3,61,47,0,2,1,2022,2,1,0,7,0,0,0,0,0,0,7,3.2857142857142856,528000,75428.57142857143,783,25000.0,59325000,58093.500252908445,114850850,1.0,0,58106.99348645869,130333.33333333333,116500.0,75000
50,5,42,23,2,0,1,2022,12,4,3,1,0,0,1,1,0,0,2,3.5,24250,12125.0,831,50.0,121850,56760.083064143975,122999100,1.0,0,58039.03816199377,12125.0,12125.0,250
100,3,45,33,2,3,1,2022,9,3,2,28,0,1,0,0,0,0,5,2.4,156600,31320.0,790,100.0,241800,57156.431113370614,112426700,1.0,0,57205.288270377736,40100.0,31320.0,300
8000,3,56,16,1,3,1,2023,6,2,1,27,0,1,0,0,1,0,6,3.1666666666666665,404150,67358.33333333333,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58039.03816199377,48000.0,70830.0,24000
12000,3,63,34,0,0,1,2021,11,4,4,5,0,0,1,0,0,0,7,2.5714285714285716,300550,42935.71428571428,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,92000.0,69075.0,36000
3000,1,29,17,0,0,1,2022,2,1,6,6,1,0,0,0,0,0,8,2.25,475150,59393.75,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,57205.288270377736,42683.333333333336,70010.0,3000
8000,2,31,2,1,2,0,2023,7,3,0,24,0,0,0,0,1,0,4,3.25,46900,11725.0,809,8000.0,19264000,58093.500252908445,114850850,1.0,0,58106.99348645869,15500.0,15500.0,16000
15000,5,29,26,0,1,1,2020,2,1,2,26,0,1,0,0,0,0,3,5.0,200500,66833.33333333333,801,15000.0,35400000,59363.15510852303,112137000,1.0,0,58106.99348645869,75000.0,75000.0,75000
25000,5,45,25,0,2,1,2020,5,2,1,5,0,0,1,0,0,1,3,4.333333333333333,189000,63000.0,783,25000.0,59325000,58093.500252908445,114850850,1.0,0,57205.288270377736,125000.0,125000.0,125000
3000,4,57,39,0,2,0,2021,8,3,6,8,1,0,0,0,1,0,5,2.0,106000,21200.0,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,57205.288270377736,21000.0,21000.0,12000
100,5,33,25,2,2,1,2022,4,2,4,22,0,0,0,0,0,1,7,3.4285714285714284,350500,50071.42857142857,790,100.0,241800,58093.500252908445,114850850,1.0,0,58106.99348645869,26166.666666666668,31625.0,500
50,5,61,14,2,3,1,2020,10,4,5,10,1,0,0,0,0,0,4,3.0,140600,35150.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,57205.288270377736,250.0,250.0,250
50,1,40,42,2,1,1,2020,2,1,0,3,0,0,1,0,0,0,5,3.6,342050,68410.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,58106.99348645869,50.0,50.0,50
12000,5,26,37,1,3,0,2020,1,1,6,26,1,1,0,1,0,0,6,3.0,266400,44400.0,787,12000.0,28200000,57156.431113370614,112426700,1.0,0,58106.99348645869,60000.0,60000.0,60000
12000,4,60,46,1,2,0,2023,8,3,4,25,0,0,0,0,1,0,4,3.25,202000,50500.0,787,12000.0,28200000,58093.500252908445,114850850,1.0,0,58039.03816199377,37333.333333333336,50500.0,48000
50,1,45,6,2,3,0,2023,10,4,1,17,0,0,0,0,0,0,5,3.2,404300,80860.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,57205.288270377736,18016.666666666668,13575.0,50
12000,2,60,52,1,0,1,2022,5,2,5,28,1,1,0,0,0,1,5,1.4,111100,22220.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58106.99348645869,23033.333333333332,24775.0,24000
3000,1,64,33,0,3,1,2022,11,4,6,6,1,0,0,0,0,0,4,3.0,61000,15250.0,782,3000.0,6975000,57156.431113370614,112426700,1.0,0,58039.03816199377,7000.0,7000.0,3000
45000,1,62,40,0,1,0,2021,4,2,0,5,0,0,1,0,0,1,5,2.2,216000,43200.0,799,45000.0,108450000,59363.15510852303,112137000,1.0,0,58039.03816199377,34500.0,34500.0,45000
12000,2,34,53,0,0,0,2020,10,4,5,31,1,1,0,0,0,0,2,2.5,69000,34500.0,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58106.99348645869,24000.0,24000.0,24000
50,4,23,15,2,3,0,2023,1,1,3,19,0,0,0,1,0,0,4,3.0,650,162.5,831,50.0,121850,57156.431113370614,112426700,1.0,0,58039.03816199377,183.33333333333334,162.5,200
3000,4,23,43,0,0,0,2020,5,2,1,26,0,1,0,0,0,1,4,2.25,51000,12750.0,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,58039.03816199377,12000.0,12000.0,12000
3000,2,19,18,0,0,1,2020,6,2,6,14,1,0,0,0,1,0,8,3.0,466150,58268.75,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,58106.99348645869,3075.0,3075.0,6000
50,4,37,1,2,3,0,2020,8,3,4,28,0,1,0,0,1,0,4,3.0,162200,40550.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,57205.288270377736,200.0,200.0,200
100,2,37,37,2,1,1,2023,4,2,3,20,0,0,0,0,0,1,5,3.4,126950,25390.0,790,100.0,241800,59363.15510852303,112137000,1.0,0,58106.99348645869,30233.333333333332,22737.5,200
15000,5,26,20,0,1,1,2020,9,3,5,26,1,1,0,0,0,0,8,3.25,571200,71400.0,801,15000.0,35400000,59363.15510852303,112137000,1.0,0,58106.99348645869,64333.333333333336,60250.0,75000
3000,1,47,22,0,2,0,2023,10,4,0,16,0,0,0,0,0,0,3,2.3333333333333335,113000,37666.666666666664,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,57205.288270377736,37666.666666666664,37666.666666666664,3000
25000,2,21,11,0,3,1,2023,5,2,2,31,0,1,0,0,0,1,8,3.125,569400,71175.0,783,25000.0,59325000,57156.431113370614,112426700,1.0,0,58106.99348645869,75333.33333333333,41342.857142857145,50000
3000,4,47,59,0,3,0,2023,5,2,1,30,0,1,0,0,0,1,2,4.5,52000,26000.0,782,3000.0,6975000,57156.431113370614,112426700,1.0,0,58106.99348645869,26000.0,26000.0,12000
8000,3,42,55,1,0,1,2022,4,2,6,10,1,0,0,0,0,1,5,3.2,164000,32800.0,809,8000.0,19264000,56760.083064143975,122999100,1.0,0,57205.288270377736,40000.0,38000.0,24000
12000,3,42,41,1,0,1,2020,12,4,0,7,0,0,0,1,0,0,8,2.75,111750,13968.75,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58039.03816199377,21000.0,21000.0,36000
12000,2,21,21,1,1,1,2021,8,3,6,15,1,0,0,0,1,0,6,3.5,757000,126166.66666666667,787,12000.0,28200000,59363.15510852303,112137000,1.0,0,58106.99348645869,169666.66666666666,139250.0,24000
8000,2,30,53,1,3,1,2020,3,1,0,23,0,0,0,0,0,1,2,3.5,366000,183000.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58039.03816199377,16000.0,16000.0,16000
12000,2,32,53,1,0,1,2020,6,2,1,16,0,0,0,0,1,0,3,2.6666666666666665,24300,8100.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58039.03816199377,24000.0,24000.0,24000
3000,4,20,21,0,1,0,2023,11,4,0,6,0,0,0,0,0,0,4,3.25,238400,59600.0,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,58039.03816199377,74133.33333333333,74133.33333333333,12000
12000,5,44,15,1,0,1,2023,2,1,3,23,0,0,0,0,0,0,3,2.6666666666666665,88000,29333.333333333332,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58106.99348645869,36000.0,36000.0,60000
45000,3,46,53,0,1,0,2020,9,3,0,21,0,0,0,0,0,0,3,3.6666666666666665,240000,80000.0,799,45000.0,108450000,59363.15510852303,112137000,1.0,0,57205.288270377736,97500.0,97500.0,135000
3000,5,47,12,0,1,1,2022,4,2,4,29,0,1,0,0,0,1,2,4.5,295000,147500.0,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,57205.288270377736,15000.0,15000.0,15000
8000,1,49,57,1,3,0,2020,8,3,4,21,0,0,0,0,1,0,5,2.8,94500,18900.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58106.99348645869,19000.0,19000.0,8000
45000,1,35,8,0,0,1,2020,12,4,6,6,1,0,0,1,0,0,5,2.2,283000,56600.0,799,45000.0,108450000,56760.083064143975,122999100,1.0,0,57205.288270377736,45000.0,45000.0,45000
15000,5,51,20,0,3,1,2023,12,4,6,3,1,0,1,1,0,0,5,3.8,435200,87040.0,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,58106.99348645869,40066.666666666664,87040.0,75000
